pros_cons,label
company is politically very matured in terms of all details in policies activities learning resources caring for people etc company cares people very much strongly supports work life balance advocates 20 office hour in courses learning provides top level resources such as gyms shuttles snacks campus environment etc company is very famous and people are respected admired by outsiders company has a unique position program manager which other companies don t have it s a lowest level position same with sde but it strongly develops people s soft skills inter personal skills think bigger manage teamwork improve product life cycle etc a really great position to gain growth rapidly a myth here is pm dev and test are 3 pillars in fact pms are the most important one here they re half the leadership team they re also under the most workload devs are the most cost effective least workload mild paced promotion tests are the most tedious and of the most workload and least participated in strategic discussions in all being in such a monster company no one has high efficiency sometimes 50 time is spent to handle ugly labor cases such as upgrade side by side security backward compatibility etc many bugs on 10 year c c codebase need to be fixed before being able to write in c huge external dependencies on other timezoned ares typically redmond are painful you have to mail them a question and get reply tomorrow then you modify your question the day after typical global scoped work is as slow as crazy but the worst thing is the shabby manager level as a 3 4 year old campus most managers and leads are less than 3 year in microsoft most of them are chinese industry hires from companies not comparable to microsoft thus they share a common serious problem lack of leading abilities and real insights a bunch of mediocre leaders are ruining the great dreams of excellent 1 from 1000 engineers,disengaged
the work is easy and the managers were easy to get along with four day work week with a three day weekend the work was boring very repetitive and highly monotonous,disengaged
working in a very chill workplace you have plenty of free food provided the manager is so easy going and beautiful its a routine job you basically have to do the same tasks every single day which is kinda boring and not challenging enough,disengaged
learned a lot from my peers coworkers were the best and extremely smart customers were difficult and also fun and interesting repetitive work becomes extremely boring and lack of opportunities for growth and learning can become stifling for anyone it was a clock in clock out atmosphere,disengaged
flexible working hours it was a freelance position i could work at any time i was only required to complete 35 to 40 hours per week working not longer than 10 hours per any single day routine work monotonous and boring,disengaged
not much to say here that hasn t already been said pay is very modest the work itself is boring monotonous repetitive not a position for the career oriented person robots will be doing this job very soon,disengaged
good see an experience in amazon com nothing to do with career slow growth less hike same monotonous job,disengaged
tons of money opportunities to grow although limited opportunities to learn and take courses from uni of washington etc people are generally friendly constant feedback can be stuck in boring team and end up doing very meaningless work huge company and it feels that way for good and for bad older crowd lack of direction from management old technologies in many teams slow things down also learning is not transferable to other web companies,disengaged
it s splendid for someone looking to coast and get some good compensation while doing so good benefits free drinks and work life balance is too good to be true if you actually care about building products that make sense and have an impact then this is not your place it s the tech equivalent of a detroit car manufacturer slow boring silo ed and process oriented you don t get any end to end responsibilities unless you ve been there for 20 years and have finally served enough time to make corporate vice president even then there s a ton of pointless politics and absolute lack of regard for how simple the offering should be and how to serve the customer half the time nobody knows what the hell is going on in the organization the company is so big and bloated that there s so much duplicate work going on and zero ownership given to young motivated smart people you re expected to shut up and learn and don t suggest or question anything until you ve been around for as many years as it takes for someone to forget when you joined long story short terrible company for someone looking to make difference in the world around them,disengaged
once you get your process down you pretty much work on your own once you figure everything out it s relatively easy but occasionally challenging depending on the day and what process your in alot of the people you see complaining are the ones who couldn t cut it at first it s not easy but you eventually perfect your process honestly i make 200 300 rate some days by accident my record is 487 but i m not typical also i had a seasoned veteran take me under his wing and now another veteran from icqa is doing the same with the hopes i ll transfer see the rate everyone is complaining about is actually revised every 3 months they take the last 3 months work flow and avarage it somewhere in the middle is where they set the rate except peak because everything goes into overdrive i actually spend much if my shift remembering to slow down because i realized i was raising the rates for every one else some people have problems making rate this job isn t for everyone but most people actually have trouble with the quality aspect you are only able to make about 1 or 2 mistakes a week or you get written up 30 day 60 day 90 day 4th written is termination i got 3 in my first 5 weeks i was basically fired but the veteran helped me out and i survived the 90 day gauntlet you can t make more than 1 mistake a week or your done it s very rare someone survived the 90 days in recent memory i m the only one to do so in a few years most people tell you to just quit and apply again in 90 days if you get fired for 4th written your not elegable for re hire so i hear i mastered my process and actually am capable of such a high rate that i ve gotten 5 errors and no written because i actually could have afforded 1 more before a written because it s actually a defect per thousand scans but i don t chance it really it s about quality also i don t want to raise the rate for everyone else doesn t make for good relations with co workers but it wasn t easy to get where i m at and i put alot of effort and focus to become one of the best in my fc it feels good when they have you come to the desk and show you your actually rated 1 stower in reno but try not to be the best you might get stuck in that process there are many different processes in each department also make sure to ask them regularly to get cross trained in a different department after xmas and aug oct it gets slow and if your cross trained you can pick up extra time in another department training is a joke a sad rediculous joke inadequate is being polite basically it s a piece of paper with what i assume is the most basic requirements by law ppe your safety equipment and the no duh sherlock s of what you shouldn t do to avoid injury or death and then a binder with some basic information mostly how to operate the scanners or workstation problem is they recruit trainers every year so basically no one has much experience training a few do but mostly the person training you will give you the impression that they just started training people because they did and worst part is amazon has this rediculous philosophy that you don t necessarily need to actually know how to the job your training people to do in order to train people to do that job so a really good possibility that the person training you has never done that job and can t even answer the most basic questions about that process unless it on the papers in the binder which good chance it s not but on the bright side you don t think to ask those questions until way later because you generally understand so little about your job that you don t even know enough to ask the obvious questions because they aren t obvious due to the sheer lack of understanding the job your doing like for instance if you scan a box and then it doesn t fit in the shelf then what well you could reset the scanner and log back in and waste 5 minutes or you could run around until you find a spot and hope you didn t confuse that item with another item in your cage i mean it s a bunch of brown boxes sometimes right or you can just move the item back to your cage if you know how and pick up another item that will fit basics of stow process not one word of such things durring training oh and don t ask your manager 9 out of 10 times they don t know either they re not that kind of manager most managers couldn t do your job to save their lives much less to the standard they require my boss is cool she openly admits this and is respected for it ask your pa which is like your supervisor they ve usually done your job at some point but mostly ask your problem solver or a veteran oh and read your scanner seems simple enough but hardly anybody does and i don t mean look at it read it honestly this advice is the best i can give you because at the end of the day it s not a very hard job it s just hard forming new habits but once you do its relatively easy it just sucks how unprepared you are when they send you out there as simple as things are sometimes simple things are only obvious to those who do it everyday by the way it s standard policy to hire 2 to 3 times more people that needed because 50 are expected to wash out in the first few weeks they like to say it s because of the high standards but really it s because the training is inadequate and they don t move people to other processes that they might be better suited for granted you need to eventually learn several processes but if they put you in one process and immediately you have problems meeting standards you are barred from moving to another task some people might fare better if they start with something else and work up to a more difficult process but i guess that s what they mean by hire and develop the best that is to say hire the first 30 people who show up and let the one of them who s really good figure it out on their own that s how you know their the best because they figured out how to do the job despite you seriously their idea of retraining some one before they fire them is to walk up to them and ask so what do you think the problem is then they ask what you intend to do to fix it then they go over something that has nothing to do with the problem your having like barcode progression then they scurry off thinking they accomplished something i mean come on i am only allowed to have 2 defects per 3000 units but the learning department can have a 80 failure rate i started with 27 other people after 2 months there were 5 after 3 months 3 by 6 months just 2 and now at one year just me but then again this job isn t for everybody yet they hire anybody just about anybody it seems instead of spending a few hours training 30 people who won t survive they should focus more hours on fewer more promising prospects,disengaged
vto pto good benefits clean break rooms fun and respectful managers coworkers seem friendly sometimes swag bucks 5 rewards for rate and productivity obsession over rate time off task in unreasonable standing and walking for 10 hours hard on the body no enough unpaid time off for emergencies very boring and repetitive lack of cross training hr department is unfriendly sometimes rude and incompetent,disengaged
microsoft services global delivery msgd shares the name microsoft band it is part of microsoft organization but there are extreme difference with microsoft product group in terms of technology work environment pay and benefit stocks career growth etc inside msgd many practice group operate individually work and technology wise some of the groups like modern practice dynamics are good you learn all latest technology work in cutting edge technology etc inside msgd productivity sharepoint exchange etc domain is the worst group no work only sharepoint and exchange migration projects are running for last 2 years no development work no exciting opportunity very bad politics are running no growth no new learning no benefits etc msgd is the lowest paying entity inside microsoft 7 10 years experience employee get same salary as freshers in microsoft development center no stock bonus as provided in other ms entity yearly hikes are on average 4 6 far last 3 years bonus payouts are also reduced over the last few years promotion rate is very slow compare to other ms entity on average it takes 30 to 36 months even more than that in higher level i know many people waiting for last 4 years in senior level to be promoted join lower band compare to other ms entity in msgd starting level is 56 on the other hand most of the other ms entity starts from level 59 60 level 60 in msgd means very senior position with 15 years of experience this level difference very badly affect if you try to internally movie to any other ms entity most of the cases you need to join as almost freshers in other ms entities though you have 7 10 years experience and you are technically very sound attrition rate is very high yearly 20 25 people leaving for last 3 years due to above reason politics no opportunity etc onsite opportunity also reduced over the years some of the practice like productivity domain you should not expect any onsite opportunity in next 2 3 years some of the managers are there for years do nothing play politics and survived here due to very less challenging work they will make your life hell most of the time they will ask to do some other activity apart from your work that will not going to bring any values to you nor the company only managers will showcase that to their managers for their survival,disengaged
i really can t find any i cannot recommend anybody to work at apple whether as an apple home advisor or working in cork in customer service many things went wrong for me there below is the list i was confirmed that i was hired by mail then i was highly praised by the recruiter on the phone for that it really sounded like fake congrats to me i was told i would be contacted in the next 2 days i got no news for 3 weeks i kept calling and i could only reach the voice mail then when i wrote an email i was told i should contact another contact person which i did the new person in charge of my integration apologized i didn t know at that time it would not be the only problem i would have with apple then came the equipment delivery story as i wanted to take holidays before starting i wanted to know when the equipment would be delivered i always got vague answers per mail like we will send it next week without further information the problem in the company is that the recruiters except the recruitment managers calls with concealed numbers so you cannot reach them on the phone then only a couple of days before starting the job i was asked if i could work with german language instead of french as they had a big need for german speakers i refused as i started to be pissed with the lack of professionalism there when i started there even if i hadn t high expectations i could not expect that i would have such social outcasts for colleagues i know how bad it is to talk badly about colleagues i don t like that but it is good to know with whom you will potentially work if you take the job in our team one third of the team were very fat people i do not make fun of them one third are poor geeks crazy about apple and other people who just look suspicious when you see them on camera some appear with hoods or other just refuse to appear on camera etc you just have the feeling that they decided to work from home to hide from the outside world most of them made me feel quite uncomfortable sometimes we were trained by colleagues and managers based at cork office they were just like the same i had for colleagues see above people who have been living in ireland over 6 years and who still speak an awful english it is also important to mention that the job itself is completely uninteresting extremely repetitive and that you do not have any leeway everything is scripted we are quite far from the so called creativity touted by apple this is just fiction then came the payslips problem at apple you are paid monthly i was not paid for 2 months yes it is and it seems it happens sometimes there so be prepared if you go there get enough savings or you may end up on the streets the reason why i was not paid on time was because i entered the bank details too late that was the first explanation from a not nice guy from hr which refused to give his first name that i asked only for a follow up and not for complaining about him calling a second time i was informed that too late meant that i entered the bank details only 1 month before due date yes 1 month is not enough they recognized that it was not normal they apologized they told me they would investigate blablabla all this is not really serious but nothing is really taken seriously at apple it seems i was paid on emergency tax because i did not enter the pps number in the proper format i was informed about it but i could not get a fix about what the proper format is nobody could tell me even when i was still working there nobody thinks outside the box scripts scripts scripts otherwise i am still struggling to get all my money back and it takes a lot of effort calling revenue to explain them that weird case the problem with apple is that they are based in cork and not so many people want to go there so they have to go with what they can get some bad reviews disappeared since when i saw them before applying for apple at home advisor i cannot say why however many companies in ireland ask their employees to make nice reviews on glassdoor so this review only reflects my experience it may be different for you,disengaged
the pay was decent that s all there s nothing really positive except for he benefits but it isn t worth it don t do it long hours mechanical monotonous and tedious soul crushing their cafeteria is overpriced and the work conditions are awful you will regret it immediately they will fire you for any reason and screw you ofer they don t have the best interest of their employees in mind ever,disengaged
pay is excellent amazon discounts other benefits very boring slow and repetitive no cell phones or headphones allowed so you cannot listen to music very strict on any mistakes made even after first day you have no say in where you would like to be vto is a pain to claim,disengaged
be a part of a world class high profile company that does inspiring things every day culture of curiosity and scrappiness you ll work with people and projects that will move you to tears how passionate everyone involved is finance at google was the worst job i ve ever had the department is dysfunctional understaffed and lacks basic process controls and systems support that you d expect at such an established company it s oracle version stopped being supported financials don t tie across systems there s a complete lack of governance around core processes so every department manager leader does something entirely different and guess what no one gets along or agrees if you can land on a happy team it can be a happy ride but there s limited career growth you re getting tier 3 finance skills because when so much cash shows up no one cares about a model and the rest of the organization views you as the weakest link if it s your way to get in great but don t view finance as a long term success path it s a cess pool of repetitive boring work that google doesn t have the discipline or the patience to optimize outsource or eliminate you will feel like you re wasting your life have an insight don t share it some eng lead will just ignore you anyway,disengaged
amazon culture is one of a kind great culture fewer opportunities for growth growth is slow and tedious lack of transparency lack of guidance,disengaged
good pay for work work is easy ont 8 boring work repetitive as you d expect from warehouse work management is really unfair,disengaged
good pay for entry level job with no skills or interview i found that it was easy to interact and relate with other employees meeting people will help you get through the day good bonuses benefits if you can last no temperature control sweating for 10hours a day is not good very mundane monotonous work favoritism among management long hours with short breaks no real opportunity for advancement unless you stay for 2 years constantly tracked to make sure you are working consistently from start to finish and how fast you are going no listening to music no phones can t really bring anything personal into the facility extremely boring but also physically exhausting imagine being in a huge warehouse and being required to put 200 300 items on shelves an hour for 10hours every day alone that s what a stower does and you must do it 1 item at a time,disengaged
biggest pro is that microsoft deals with some of the toughest problems to solve and also has some of the best brains in the business working on these tough problems the company also has a lot of areas in which it invests so there is no dearth of new challenges biggest cons are beaureaucracy in the management that slow down progress and a lack of willingess in the management team to push the boundaries unless a competitor is already kicking butt,disengaged
famous company brand work life balance since there s not much work to do many employees are good people and avid apple fans speaking on behalf of some stores in china recruited good candidates yet gave them a total lack of training responsibilities overlooked by store level leadership all the time and no real skill development except the so called competencies which are useless outside of apple the so called retail revolution is nothing but adding hierarchy in the retail system and cutting operational cost most of employees i met were dissatisfied with the regional leadership the retail leadership exudes arrogance and total ignorance of employee interests regional retail culture is no longer about innovation and openness but is highly political insincere and incompetent constantly giving out a conceited impression we re apple therefore we re always right well are you though,disengaged
the scale at which they operate allows a lot of learnings they overworked and overwhelm you constantly trying to drag more work out of you the work ends up being boring and repetitive,disengaged
the scale at which they operate allows a lot of learnings they overworked and overwhelm you constantly trying to drag more work out of you the work ends up being boring and repetitive,disengaged
amazing benefits for employees full health and dental plans great stock options discounts on hundreds of products and services apple encourages you to pursue hobbies and interests and will even contribute towards any classes or memberships including gym memberships discounts on their products too is also a great benefit days are often very long and draining and sometimes that can mean a lack of variety particularly with the technical roles days can be quite long and monotonous particularly during high velocity days,disengaged
pretty much a set schedule safety is paramount opportunities to pick up more working hours very boring repetitive work it can be very labor intensive warehouse can get very hot,disengaged
benefits medical vision dental product discounts great first experience company culture limited job duties makes everyday repetitive and slow with no room for advancement unless not in college would recommend job for at least 2 years but after that point it s time to move on up,disengaged
the best of working for amazon is the high salaries amazon is a company with a great software infrastructure outstanding i would say in term of potential growth as software engineer that is a good challenge to get a good picture of how everything works but after few months once you get used to for that your working days become repetitive day after day just sending email writing docs and reviewing other people docs mostly everyone working in amazon is very qualified and clever but in the flip side most of them lack of professional experience out of amazon that comes down to developers who does not have real experience in software development just on amazon development which is not necessarily the same as amazon provides very particular and unique way to work the concept of teams and collaboration is not prmoted by the company instead amazon promote values which derive in a environment of arrogance and compatibility which is not healthy and makes some team member very uncomfortable my personal experience was that everyone is just looking at their personal growth instead of a team success and sharing knowledge and experience was a very rare occasion in my opinion the worse of working for amazon is the level of abstraction that infrastructure brings which ends up in making developers only good as amazon developer and not a just developer as developer was very disappointing to feeling that everything i was learning was going to be useful in meanwhile i stay working for amazon,disengaged
good pay ad working environment boring work monotonous lethargy in organisation,disengaged
smart people perks salary bonus routine slow no free food a lot of meetings,disengaged
got cab facility everyday got monthly sodexo s for rs 1100 very monotonous work only retouched images through out the day extremely slow growth need to work at least for 3 4 years to get a promotion,disengaged
technology exposure to many different technologies and opportunities to dive deeply benefits time off stocks health care company store products diverse businesses you can find many cultures across teams many areas to focus on different work life balance flexibility generally doing your work and doing it well regardless of where you are doing it from is all that is expected civic minded the company s giving campaign with the 100 matching fund and interest in giving back to community immigration help a generally stellar legal team to walk you through the process inflexibility large company so slow to respond sometimes sometimes too process heavy cronyism can thrive in teams as a result of the large size of the company recognition and rewards system encouraged backstabbing and was generally an unhealthy process lack of diversity women people of color,disengaged
decent pay decent work life balance if you do your job smart and lucky to be in a good team retail business lead boring work too business driven no technical challenge slow level up process,disengaged
benefits are choice def top of the line there pay is pretty good compared to other retail environments the people you work with are amazing they hire a lot of external people so room to move up within is virtually impossible not a full blown career for most people get s boring and repetitive over time,disengaged
good benefits formally company care about every employee and has a great culture boring work too many people too much routine work on moving data around in fact many people don t follow formal culture care about their career launch good review then about creating perfect solutions and technology,disengaged
good place to join as a junior if you work hard you will stand out of the herd and promote quickly work life balance depends on the team too much so if you have the chance prefer teams with applied scientists even if you re not one bing search relevance bing ads speech and more teams you can ask directly to the recruiter if the team is all software devs or if there are scientists too if you want to ask indirectly ask if the team is doing anything to improve cortana good comp at least in the silicon valley microsoft decided to cut the lead role last year and turned all leads back to ics what used to happen normally in a 20 30 people team was that there are 3 4 leads for several well defined and non overlapping areas with 3 5 people underneath each and maybe a few principal ics reporting to the dev manager since they are too senior to report to the leads upper management decided to cut the lead layer for whatever reason now as far as i can tell there is no single person that s happier 1 ex leads obvious they got demoted no paycut but hey who likes being demoted lots of people left immediately many ex leads are still leaving 2 ics little no sense of focus or attachment for junior ics out of collage newhires are simply lost since leads only had small teams they used to have quite a lot of time for the new guys now your manager has 20 reports and runs from one meeting to another and honestly there is little no senioric to junioric mentorship unless you happen to go to a team with good people there is nothing at microsoft that rewards mentoring juniors 3 managers they used to have 3 4 leads and plus a few principal ics reporting to them now 20 direct reports no time to do 1 on 1 s and every single thing from the most important to the least escalates to you 4 lack of management track lead position was a stepping stone for becoming a manager later on now it s gone and there is no track for ics that want to see themselves managing a team in x years if you re at microsoft ask this to your manager what should i do today if i want to become a manager in x years they won t have any answer because there is none no management track whatsoever the chances you ll be managing a team is equal to somebody in the management chain leaving and even if you would call that a management track i wouldn t that s the worst management track imaginable think about it one day you re an ic next day you have 20 people reporting to you,disengaged
benefits are choice def top of the line there pay is pretty good compared to other retail environments the people you work with are amazing they hire a lot of external people so room to move up within is virtually impossible not a full blown career for most people get s boring and repetitive over time,disengaged
air conditioned environment was nice being that the warehouse was in florida benefits were good once you get past 90 days no social interaction unless you count the two 15 minute breaks and the one 30 minute lunch break extremely boring monotonous work,disengaged
amazon is an awesome company to work with overall i don t have any complains here we learn a lot no only about the work that we do in here but also about general things that will help us in the future they prepare us to be a lead and to grow within the company with the best practices sometimes work can be really repetitive however from the inside we also get projects that let us change the routine,disengaged
it s got a great work life balance almost too good and great benefits in the most boring place on the planet reading and painfully slow for young people,disengaged
perks like food and gym are great very friendly coworkers good work life balance at my site you can turn phone off at shift end unless you re on call in this position you are very limited in what work you re allowed to do there are no promotions from this job and getting a transfer to a different job can be difficult depending on your location doing the same job for 5 years while waiting for a transfer to be available is boring the work can be physically difficult many employees get repetitive stress injuries back pain etc after a few years cutthroat competitive work environment leads to people rushing to have the best numbers and getting hurt performance review process doesn t always fairly reflect work and there are no appeals no cost of living raises col increased a lot since i started but raises haven t kept up,disengaged
managers are really nice working environment is pretty relaxing and co workers are chill very difficult to find hours lack of management boring and repeatitive sequences,disengaged
better than average pay excellent benefits for full time employees including stock options above average training for skill positions opportunities to grow if you are the right type access to internal knowledge of products excellent corporate support for employees often get a bonus at end of year usually an ipod somewhat glamourous i guess you may impress your friends if you work there excellent discounts 25 off one full system per year 15 off other systems 10 15 off product including 3rd party product lots of partnership discounts and offers t shirts provided in retail management they hired people with no knowledge and gave them no training communication was next to nothing netpromoter feedback was only communicated it it was negative incompetent people were promoted policies were continually ignored broken or sometimes outright imagined employee feedback was ignored and if recognized it was shot down or patronized more attention was paid to sales numbers than customer satisfaction training provided was to increase the sale rather than find the best solution for the customer lack of inter store communication left our market in the dark and the customer experience scattered and varied,disengaged
ok benefits fun environment lenient scheduling very difficult to move up can become very repetitive and boring for many,disengaged
4 days 10 hour shift boring job and very repetitive,disengaged
weekly pay is great to receive boring job and lack of personal development,disengaged
lot of interesting projects get on with it culture no project management methodologies under resourced huge attrition rate normally 2 year turn over does not scale to business growth yearly review process is extremely tedious and delivers nothing,disengaged
microsoft for all its negative press is a great place to work the company wants to do the right thing and make the world a better place it is nothing like i expected microsoft is a big company and as a result change can be slow its like a big boat with small rudder,disengaged
4 day work weeks for most positions clean and safe work environment flexible work schedule stock grants health care benefits very boring repetitive work for labor positions difficult to get promoted from hourly to management poor communication loud environment no time to have any fun good work gets unnoticed,disengaged
pleasant facilities abundant resources smart coworkers networking opportunities benefits flexible schedule coworkers are always willing to help and very supportive sometimes folks just want need to get work done here are some cons examples of lost productivity career growth slow promotions no defined career trajectory too many meetings morale events reorgs office moves unwarranted changes that make focusing on moving forward distracting many employed long timers do nothing happily punt their share of work to new folks you can bust your butt to be recognized get a great review and then a minimum cost of living raise with no sign of a promotion which dis incentivizes morale and desire to do anything more than status quo it may be that you re being compared to the lifers doing as little as possible you re expected to drive your own career if you ask your supervisor how to move up or indicate interest in growing career path they ll give you more work to do with opportunities to learn then promo doesn t come to fruition policies for internal movement prevent you from leveling up more than one level at a time so advancement is very slow and if you didn t start at ms at the beginning of your career growth seems un achievable for as many processes in place things can be incredibly unorganized agility is taken to a new level some decisions are deferred or not communicated by upper mgmt which feels unstable products are released with bugs causes lots of downtime frequent changing upgrades on internal tools software being rolled out 1 2 baked nobody to contact internally to discuss issues or q a but rather you write an alias and the requests goes unattended for days more downtime huge focus on minority groups women diversity culture and being politically correct which creates a bigger divide ie you ll hear folks talking about women in the workplace in a context where no real skills are discussed but rather a person s gender so many programs events trainings meetings morale events women s groups etc to possibly attend some optional some formalities you can honestly socialize all day via yammer groups internal interest group aliases social gatherings meetings and hallway conversations granted you have time must be the lifers who have the time for this too much false forced emphasis on collaboration while i see value in teamwork there s no individual autonomy this makes it easy for some to slack while others work ot around individual outputs ideas or creativity creates a culture of codependency and inequality emphasis on being responsive to skype im email office interruptions meeting invites etc probably b c everyone s trying so hard to collaborate lots of randomization,disengaged
decent pay vision and dental and a health pay set scheduled short shifts or long shifts with vet boring and repetitive unorganized management on enforce what they say when it benefits them,disengaged
three day weekends good benefits fixed schedule they re good about working around a school schedule you get access to the internal job listings of amazon they ll give you an orca card if you want one possibly the most boring repetitive job i ve ever had you stand in place 10 hours a day doing the same thing over and over again it became hard to stomach after a short period of time most of the employees just didn t want to be there and there was a fairly high turnover the pay is also pretty weak compared to other similar jobs in the area,disengaged
different shift available and pay was ok boring and repetitive bad management,disengaged
microsoft library access to resources research data journals books studies benefits medical stock smart people there are a lot of really intelligent people with interesting backgrounds experience diversity people from all over the world limited teamwork people are rewarded for seeking credit as individuals not teams internal competition is still fostered over teamwork this creates suboptimal solutons even the collaboration award has been awarded to an individual in the past few years self promotion is critical to getting a good review self promotion is a virtue here being humble wouldn t be a good career strategy culture to work fast and avoid input that might slow you down even if it is input needed to improve the outcome it is worse to deliver late than it is to deliver badly or to deliver an ineffective solution lack of effective leaders in many senior positions success as a technician does not make for success as a leader,disengaged
azure and office 365 cool tech with a growing customer base sorry microsoft but nothing has changed since i ieft in fact given the horror stories i hear when i meet with colleagues still working there the forced ranking is still there zero bonuses even when goals are exceeded no tolerance for employees that want to take career risks and try new areas for growth if the fit turns out to be a poor fit you are labeled no internal moves and you time at ms is over last there is a strong tendency for indians to hire indians look at some of the teams is there really such a sad lack of diverse folk that could be hired into each team,disengaged
pay hours management is nice clean facilities encouraging team boring repetitive not a chance to move up want you to do more for no extra pay,disengaged
pays well most teams are not really that stressful respectful teammates products are well known development process goes through enough rings to ensure stability when features get to customers boring weeks extremely slow processes the company is always the last to enter the competition the redmond campus is in the middle of nowhere,disengaged
job is very easy it s a pretty chilled environment depending on the managers customers get annoying but thats the nature of retail it gets boring it s not challenging after about 8 months,disengaged
fair professional place to work good health insurance benefits growing company time off structure is pretty good boring and monotonous 10 hour days can be long minimal chances to work your way up starting from the bottom,disengaged
work life balance good benefit good job security the tech used is kind of stale lack of management transparency the pace is kind of slow,disengaged
good compensation although not worth the pain medical coverage is good although very high deductible out of pocket max gym membership facilities the culture is the pits while i get good review scores the stack rankings make little sense high performing work horses are rewarded with more work while lack luster performers who suck up to management can get the same review scores and compensations and deliver nothing the rating system is entirely driven by the buddy system with no regard to merit results or how a person interacts with peers or customers they a a handful of great executives like the former cmo but even he was bumped from the cmo position by the former windows marketing finance vp now cmo in the july 2013 re org the former cmo had a large part of his group taken away with the hideous windows 8 marketing and disastrous sales even with an enormous marketing budget this is an excellent example of results not being a factor in who gets ahead microsoft is also very afraid of any employee discrimination litigation there are several non performing employees that have been around for years because microsoft is afraid of a lawsuit if they are let go if you threaten a lawsuit and get a lawyer involved you can hang around collecting a paycheck for years without doing anything,disengaged
fantastic company and products company strategy is excellent too ceo is very charismatic and talented inside sales dublin is simply one of the worst place to work for a tech pro compensation is ambiguous with impossible targets to reach and no kpis hiring process seems very poor as well completely random and different technical level is extremely low with no opportunities to learn nothing really technical here just random sales topics ad hoc completions of tasks and projects with a lack of organisation and procedures,disengaged
great benefits great hours fun and diverse work sometimes boring can get repetitive,disengaged
very flexible no one cares as long as you get your job done good culture it gets boring and repetitive after three months,disengaged
easy job constant work is needed but nothing too hard if you are lucky you get to o other jobs it gets boring over time doing the same job over and over sometimes during christmas time especially space gets hard to find and that becomes frustrating,disengaged
there is great appreciation encouragement and rewards and importance given to innovations and extra efforts and responsibilities are always noticed the higher management is supportive and logical very open culture and people are very friendly and supportive there is a lot of scope to learn and work is not monotonous the work times are completely flexible so you can choose to come to work at your convenient time and leave at your convenience and also you have an option to work from home for most of the tech and semi tech processes bad work life balance at times you are needed to work more hours a day than your normal hours promotions are usually slow and usually comes with a lot of efforts and proving yourself constantly for a very long period of time usually there are lot of openings internally but it is very difficult to apply for a job that is higher to the level that you are in even though you might have relevant experience for the same however if you are applying on the same level the process is relatively smooth,disengaged
flexible schedules i worked on a set schedule for 3 months then switched to a pick your own schedule this works great to pick up shifts around school or another job but is terrible to rely on the work it s very repetitive with just enough variety to keep it from being soul crushing the repetitiveness let s you become very good at these tasks quickly i ve never been so skilled at organizing shelves fridges and paper bags of stuff active job this depends on your fc of course but there isn t a moment of downtime and there s always something to do this keeps things from slowing down job variety you re gonna start with one of the worst jobs at the warehouse stowing items into bins if you put forward a little effort you ll move to other jobs these jobs might be more physical or planning oriented and present a more engaging experience coworkers everyone is pretty friendly managers this is a mixed bag some are super friendly understanding and savvy others are disaffected uninterested and rude vto voluntary time off can strike a warehouse when they need to get their labor hours down while they can t force you to take vto when you re a scheduled employee there s tremendous pressure placed for you to take it advancement none there s good job variety within the associate level but everyone is paid the same that means the guy working half the speed as you makes the same pay and that really is disheartening you re also rarely considered for any job advancement as the only way up is into management positions that require management experience things change a lot you re going to have to be comfortable with processes and procedures changing business wide like a new scanner software or day by day with management i ve seen managers chastise us in all group meetings for putting empty carts in a location and recommend another location and for a different manager to berate us for putting them in the recommended spot pay you re not going to get rich here you should expect this but that doesn t change it from being a con coworkers i mentioned that they re friendly but some of them you will constantly question why they re there very slow or don t put any effort sure you re paid badly and you don t have much room to advance but you re still working as a team don t make others pick up your slack hr what a cluster i was given an official hire letter 2 months before i actually started working we weren t given online access to vital job systems any instructions on sick leave who s role was what none of it all had to be figured out on your own this could be attributed to not having an fc specific hr person but the unpreparedness of such a large company baffled me once we eventually did get an hr person at the fc she was a recent graduate and spends much of her time chatting about non work things with managers while eating donuts the fact i know she s making enough money to live comfortably while i have sweat running down my back while worrying about being evicted is morale breaking while at work drivers the drivers amazon uses aren t the brightest but hey they get the job done sometimes if they feel like it etc,disengaged
